Initial Temperature (K)	0.0249733
Excitation Current (A)	7.092597402597402e-13
Axis 1,2	y,z
Angle	14
Field (T)	Current (A)	Resistance (Ohms)
-0.55	-0.000195	0.04637077
-0.55	-0.0002	0.0625013
-0.5	-0.0002	0.054138
-0.5	-0.000195	0.0750371
-0.5	-0.00019	0.08182655
-0.5	-0.000185	0.0813329
-0.5	-0.00018	0.12932415
-0.5	-0.000175	0.09605725
-0.5	-0.00017	0.09560075
-0.5	-0.000165	0.09730505
-0.5	-0.00016	0.08034565
-0.5	-0.000155	0.11178735
-0.5	-0.00015	0.0982551
-0.5	-0.000145	0.10634835
-0.5	-0.00014	0.1008442
-0.5	-0.000135	0.09742615
-0.5	-0.00013	0.12395975
-0.5	-0.000125	0.1312986
-0.5	-0.00012	0.0933563
-0.5	-0.000115	0.1074566
-0.5	-0.00011	0.07371465
-0.5	-0.000105	0.1002016
-0.5	-0.0001	0.1102226
-0.5	-9.5e-05	0.10630175
-0.5	-9e-05	0.0733607
-0.5	-8.5e-05	0.0998384
-0.5	-8e-05	0.09928875
-0.5	-7.5e-05	0.11690025
-0.5	-7e-05	0.0720475
-0.5	-6.5e-05	0.0825063
-0.5	-6e-05	0.10663715
-0.5	-5.5e-05	0.1005183
-0.5	-5e-05	0.06592865
-0.5	-4.5e-05	0.077738
-0.5	-4e-05	0.097184
-0.5	-3.5e-05	0.11610865
-0.5	-3e-05	0.12373625
-0.5	-2.5e-05	0.13106575
-0.5	-2e-05	0.1026137
-0.5	-1.5e-05	0.03655462
-0.5	-1e-05	-0.00359492
-0.5	-5e-06	0.02517381
-0.5	0.0	0.0085496
-0.5	5e-06	0.00569974
-0.5	1e-05	-0.01089657
-0.5	1.5e-05	0.03574436
-0.5	2e-05	0.06669239
-0.5	2.5e-05	0.1117779
-0.5	3e-05	0.1187536
-0.5	3.5e-05	0.1058082
-0.5	4e-05	0.1084345
-0.5	4.5e-05	0.08063436
-0.5	5e-05	0.1169655
-0.5	5.5e-05	0.07577275
-0.5	6e-05	0.0714888
-0.5	6.5e-05	0.080681
-0.5	7e-05	0.0858219
-0.5	7.5e-05	0.09844135
-0.5	8e-05	0.0735655
-0.5	8.5e-05	0.1032656
-0.5	9e-05	0.09981975
-0.5	9.5e-05	0.110828
-0.5	0.0001	0.0934215
-0.5	0.000105	0.0979012
-0.5	0.00011	0.1064322
-0.5	0.000115	0.1238293
-0.5	0.00012	0.10739145
-0.5	0.000125	0.0991957
-0.5	0.00013	0.12237645
-0.5	0.000135	0.09135405
-0.5	0.00014	0.0968487
-0.5	0.000145	0.1280017
-0.5	0.00015	0.1073263
-0.5	0.000155	0.08541205
-0.5	0.00016	0.1144416
-0.5	0.000165	0.1218829
-0.5	0.00017	0.0928348
-0.5	0.000175	0.0861758
-0.5	0.00018	0.10077895
-0.5	0.000185	0.07444105
-0.5	0.00019	0.0827392
-0.5	0.000195	0.0914192
-0.5	0.0002	0.0895472
-0.45	0.0002	0.11844635
-0.45	0.000195	0.0875262
-0.45	0.00019	0.1338131
-0.45	0.000185	0.12419255
-0.45	0.00018	0.0833818
-0.45	0.000175	0.11833455
-0.45	0.00017	0.10074175
-0.45	0.000165	0.10270675
-0.45	0.00016	0.07809185
-0.45	0.000155	0.0954146
-0.45	0.00015	0.07239209
-0.45	0.000145	0.082469
-0.45	0.00014	0.06717665
-0.45	0.000135	0.09983835
-0.45	0.00013	0.07015705
-0.45	0.000125	0.06367485
-0.45	0.00012	0.05488311
-0.45	0.000115	0.08090445
-0.45	0.00011	0.06377735
-0.45	0.000105	0.0675678
-0.45	0.0001	0.084993
-0.45	9.5e-05	0.11270935
-0.45	9e-05	0.0899477
-0.45	8.5e-05	0.10832275
-0.45	8e-05	0.11608995
-0.45	7.5e-05	0.13143815
-0.45	7e-05	0.14515665
-0.45	6.5e-05	0.0961596
-0.45	6e-05	0.137259
-0.45	5.5e-05	0.15317535
-0.45	5e-05	0.12716345
-0.45	4.5e-05	0.14471895
-0.45	4e-05	0.1994066
-0.45	3.5e-05	0.21501595
-0.45	3e-05	0.1016917
-0.45	2.5e-05	0.02346018
-0.45	2e-05	-0.01003043
-0.45	1.5e-05	0.00962989
-0.45	1e-05	0.00375326
-0.45	5e-06	-0.00619333
-0.45	0.0	-0.00261703
-0.45	-5e-06	0.01399784
-0.45	-1e-05	0.01732271
-0.45	-1.5e-05	0.00711533
-0.45	-2e-05	0.00084749
-0.45	-2.5e-05	0.0216161
-0.45	-3e-05	0.0778311
-0.45	-3.5e-05	0.1497296
-0.45	-4e-05	0.2449303
-0.45	-4.5e-05	0.21346945
-0.45	-5e-05	0.1446817
-0.45	-5.5e-05	0.153464
-0.45	-6e-05	0.1239039
-0.45	-6.5e-05	0.1175057
-0.45	-7e-05	0.0968861
-0.45	-7.5e-05	0.10655325
-0.45	-8e-05	0.0569414
-0.45	-8.5e-05	0.06277155
-0.45	-9e-05	0.080951
-0.45	-9.5e-05	0.09426905
-0.45	-0.0001	0.0767321
-0.45	-0.000105	0.0790418
-0.45	-0.00011	0.071051
-0.45	-0.000115	0.0895845
-0.45	-0.00012	0.08277645
-0.45	-0.000125	0.08310235
-0.45	-0.00013	0.1086581
-0.45	-0.000135	0.11066045
-0.45	-0.00014	0.1331798
-0.45	-0.000145	0.0926391
-0.45	-0.00015	0.09333775
-0.45	-0.000155	0.12155695
