Initial Temperature (K)	0.0250387
Excitation Current (A)	1.082761038961039e-12
Axis 1,2	x,y
Angle	0
Field (T)	Current (A)	Resistance (Ohms)
-0.0388	3e-05	0.09634584
-0.0388	2.8e-05	0.11420409
-0.0388	2.6e-05	0.10145072
-0.0388	2.4e-05	0.10051362
-0.0388	2.2e-05	0.10309216
-0.0388	2e-05	0.11322625
-0.0388	1.8e-05	0.1121785
-0.0388	1.6e-05	0.11720181
-0.0388	1.4e-05	0.10564759
-0.0388	1.2e-05	0.10854634
-0.0388	1e-05	0.0993785
-0.0388	8e-06	0.09275447
-0.0388	6e-06	0.0993785
-0.0388	4e-06	0.08305112
-0.0388	2e-06	0.09518756
-0.0388	-0.0	0.09383128
-0.0388	-2e-06	0.09732959
-0.0388	-4e-06	0.09752747
-0.0388	-6e-06	0.10336006
-0.0388	-8e-06	0.0939535
-0.0388	-1e-05	0.09154947
-0.0388	-1.2e-05	0.10705619
-0.0388	-1.4e-05	0.09231203
-0.0388	-1.6e-05	0.10072903
-0.0388	-1.8e-05	0.10200378
-0.0388	-2e-05	0.09933197
-0.0388	-2.2e-05	0.09355769
-0.0388	-2.4e-05	0.10470459
-0.0388	-2.6e-05	0.11460575
-0.0388	-2.8e-05	0.09099653
-0.0388	-3e-05	0.10517028
-0.0388	-3.2e-05	0.11079897
-0.0388	-3.4e-05	0.10425634
-0.0388	-3.6e-05	0.09571716
-0.0388	-3.8e-05	0.09461706
-0.0388	-4e-05	0.09486159
-0.0388	-4.2e-05	0.10060084
-0.0388	-4.4e-05	0.11505984
-0.0388	-4.6e-05	0.09383712
-0.0388	-4.8e-05	0.11498991
-0.0388	-5e-05	0.10023419
-0.0388	-5.2e-05	0.10245772
-0.0388	-5.4e-05	0.09872088
-0.0388	-5.6e-05	0.09673009
-0.0388	-5.8e-05	0.10709112
-0.0388	-6e-05	0.09257391
-0.0388	-6.2e-05	0.10526334
-0.0388	-6.4e-05	0.09535047
-0.0388	-6.6e-05	0.09858688
-0.0388	-6.8e-05	0.10260325
-0.0388	-7e-05	0.09948919
-0.0388	-7.2e-05	0.09883134
-0.0388	-7.4e-05	0.10011791
-0.0388	-7.6e-05	0.11291772
-0.0388	-7.8e-05	0.10859869
-0.0388	-8e-05	0.08840631
-0.0388	-8.2e-05	0.10543219
-0.0388	-8.4e-05	0.10316212
